PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
34277698,Indian Ethnomedicinal Phytochemicals as Promising Inhibitors of RNA-Binding Domain of SARS-CoV-2 Nucleocapsid Phosphoprotein: An In Silico Study,"Muthumanickam S, Kamaladevi A, Boomi P, Gowrishankar S, Pandian SK.",Front Mol Biosci. 2021 Jul 2;8:637329. doi: 10.3389/fmolb.2021.637329. eCollection 2021.,Muthumanickam S,Front Mol Biosci,2021,2021/07/19,PMC8283196,,10.3389/fmolb.2021.637329
34241977,Computational Designing and Prediction of ADMET Properties of Four Novel Imidazole-based Drug Candidates Inhibiting Heme Oxygenase-1 Causing Cancers,"Rahman M, Talukder A, Akter R.",Mol Inform. 2021 Oct;40(10):e2060033. doi: 10.1002/minf.202060033. Epub 2021 Jul 9.,Rahman M,Mol Inform,2021,2021/07/09,,,10.1002/minf.202060033
34086476,A Cloud Computing Platform for Scalable Relative and Absolute Binding Free Energy Predictions: New Opportunities and Challenges for Drug Discovery,"Lin Z, Zou J, Liu S, Peng C, Li Z, Wan X, Fang D, Yin J, Gobbo G, Chen Y, Ma J, Wen S, Zhang P, Yang M.",J Chem Inf Model. 2021 Jun 28;61(6):2720-2732. doi: 10.1021/acs.jcim.0c01329. Epub 2021 Jun 4.,Lin Z,J Chem Inf Model,2021,2021/06/04,,,10.1021/acs.jcim.0c01329
36120176,"In vitro and in silico anti-oxidant, cytotoxicity and biological activities of Ficus benghalensis and Duranta repens","Khanal P, Patil BM.",Chin Herb Med. 2020 Aug 19;12(4):406-413. doi: 10.1016/j.chmed.2020.02.004. eCollection 2020 Oct.,Khanal P,Chin Herb Med,2020,2022/09/19,PMC9476643,,10.1016/j.chmed.2020.02.004
32166223,Mutation effect estimation on protein-protein interactions using deep contextualized representation learning,"Zhou G, Chen M, Ju CJT, Wang Z, Jiang JY, Wang W.",NAR Genom Bioinform. 2020 Jun;2(2):lqaa015. doi: 10.1093/nargab/lqaa015. Epub 2020 Mar 5.,Zhou G,NAR Genom Bioinform,2020,2020/03/14,PMC7059401,,10.1093/nargab/lqaa015
27367338,Exploring the role of water in molecular recognition: predicting protein ligandability using a combinatorial search of surface hydration sites,"Vukovic S, Brennan PE, Huggins DJ.",J Phys Condens Matter. 2016 Sep 1;28(34):344007. doi: 10.1088/0953-8984/28/34/344007. Epub 2016 Jul 1.,Vukovic S,J Phys Condens Matter,2016,2016/07/02,,,10.1088/0953-8984/28/34/344007
27125723,Influence of V54M mutation in giant muscle protein titin: a computational screening and molecular dynamics approach,"Thirumal Kumar D, George Priya Doss C, Sneha P, Tayubi IA, Siva R, Chakraborty C, Magesh R.",J Biomol Struct Dyn. 2017 Apr;35(5):917-928. doi: 10.1080/07391102.2016.1166456. Epub 2016 Jun 3.,Thirumal Kumar D,J Biomol Struct Dyn,2017,2016/04/30,,,10.1080/07391102.2016.1166456
26110785,Selection and Characterization of DNA Aptamers Targeting All Four Serotypes of Dengue Viruses,"Chen HL, Hsiao WH, Lee HC, Wu SC, Cheng JW.",PLoS One. 2015 Jun 25;10(6):e0131240. doi: 10.1371/journal.pone.0131240. eCollection 2015.,Chen HL,PLoS One,2015,2015/06/26,PMC4482433,,10.1371/journal.pone.0131240
25961662,Fragment-Based QSAR and Structural Analysis of a Series of Hydroxyethylamine Derivatives as HIV-1 Protease Inhibitors,"Ferreira LG, Andricopulo AD.",Comb Chem High Throughput Screen. 2015;18(5):464-75. doi: 10.2174/1386207318666150508095331.,Ferreira LG,Comb Chem High Throughput Screen,2015,2015/05/12,,,10.2174/1386207318666150508095331
25625324,Accurate and reliable prediction of relative ligand binding potency in prospective drug discovery by way of a modern free-energy calculation protocol and force field,"Wang L, Wu Y, Deng Y, Kim B, Pierce L, Krilov G, Lupyan D, Robinson S, Dahlgren MK, Greenwood J, Romero DL, Masse C, Knight JL, Steinbrecher T, Beuming T, Damm W, Harder E, Sherman W, Brewer M, Wester R, Murcko M, Frye L, Farid R, Lin T, Mobley DL, Jorgensen WL, Berne BJ, Friesner RA, Abel R.",J Am Chem Soc. 2015 Feb 25;137(7):2695-703. doi: 10.1021/ja512751q. Epub 2015 Feb 12.,Wang L,J Am Chem Soc,2015,2015/01/28,,,10.1021/ja512751q
24821387,Conserved peptides containing overlapping CD4+ and CD8+ T-cell epitopes in the H1N1 influenza virus: an immunoinformatics approach,"Lohia N, Baranwal M.",Viral Immunol. 2014 Jun;27(5):225-34. doi: 10.1089/vim.2013.0135. Epub 2014 May 12.,Lohia N,Viral Immunol,2014,2014/05/14,,,10.1089/vim.2013.0135
37608671,Therapeutic Potential of Syzygium aromaticum in Gut Dysbiosis via TMAO Associated Diabetic Cardiomyopathy,"Singhal S, Rani V.",Cardiovasc Hematol Agents Med Chem. 2023 Aug 22. doi: 10.2174/1871525721666230822100142. Online ahead of print.,Singhal S,Cardiovasc Hematol Agents Med Chem,2023,2023/08/23,,,10.2174/1871525721666230822100142
37576748,"Protegrin-2, a potential inhibitor for targeting SARS-CoV-2 main protease M(pro)","Jan Z, Geethakumari AM, Biswas KH, Jithesh PV.",Comput Struct Biotechnol J. 2023 Jul 24;21:3665-3671. doi: 10.1016/j.csbj.2023.07.020. eCollection 2023.,Jan Z,Comput Struct Biotechnol J,2023,2023/08/14,PMC10412832,,10.1016/j.csbj.2023.07.020
36872402,Pharmacoinformatics-based screening of active compounds from Vitex negundo against lymphatic filariasis by targeting asparaginyl-tRNA synthetase,"Kabilan SJ, Kunjiappan S, Sundar K, Pavadai P, Sathishkumar N, Velayuthaperumal H.",J Mol Model. 2023 Mar 6;29(4):87. doi: 10.1007/s00894-023-05488-6.,Kabilan SJ,J Mol Model,2023,2023/03/05,,,10.1007/s00894-023-05488-6
36812712,In silico evaluation of geroprotective phytochemicals as potential sirtuin 1 interactors,"Medoro A, Jafar TH, Ali S, Trung TT, Sorrenti V, Intrieri M, Scapagnini G, Davinelli S.",Biomed Pharmacother. 2023 May;161:114425. doi: 10.1016/j.biopha.2023.114425. Epub 2023 Feb 20.,Medoro A,Biomed Pharmacother,2023,2023/02/22,,,10.1016/j.biopha.2023.114425
36536697,In silico evaluation of potential intervention against SARS-CoV-2 RNA-dependent RNA polymerase,"Kapoor S, Singh A, Gupta V.",Phys Chem Earth (2002). 2023 Feb;129:103350. doi: 10.1016/j.pce.2022.103350. Epub 2022 Dec 15.,Kapoor S,Phys Chem Earth (2002),2023,2022/12/20,PMC9750507,,10.1016/j.pce.2022.103350
35215307,Exploring the Natural Compounds in Flavonoids for Their Potential Inhibition of Cancer Therapeutic Target MEK1 Using Computational Methods,"AlZahrani WM, AlGhamdi SA, Zughaibi TA, Rehan M.",Pharmaceuticals (Basel). 2022 Feb 3;15(2):195. doi: 10.3390/ph15020195.,AlZahrani WM,Pharmaceuticals (Basel),2022,2022/02/26,PMC8876294,,10.3390/ph15020195
34285770,Structural binding site comparisons reveal Crizotinib as a novel LRRK2 inhibitor,"Bolz SN, Salentin S, Jennings G, Haupt VJ, Sterneckert J, Schroeder M.",Comput Struct Biotechnol J. 2021 Jun 10;19:3674-3681. doi: 10.1016/j.csbj.2021.06.013. eCollection 2021.,Bolz SN,Comput Struct Biotechnol J,2021,2021/07/21,PMC8258795,,10.1016/j.csbj.2021.06.013
33115674,Computational prediction and molecular mechanism of γ-secretase modulators,"Mehra R, Kepp KP.",Eur J Pharm Sci. 2021 Feb 1;157:105626. doi: 10.1016/j.ejps.2020.105626. Epub 2020 Oct 25.,Mehra R,Eur J Pharm Sci,2021,2020/10/29,,,10.1016/j.ejps.2020.105626
32696718,Comparative molecular investigation of the potential inhibitors against SARS-CoV-2 main protease: a molecular docking study,"Khan MA, Mahmud S, Alam ASMRU, Rahman ME, Ahmed F, Rahmatullah M.",J Biomol Struct Dyn. 2021 Oct;39(16):6317-6323. doi: 10.1080/07391102.2020.1796813. Epub 2020 Jul 22.,Khan MA,J Biomol Struct Dyn,2021,2020/07/23,PMC7441768,,10.1080/07391102.2020.1796813
31084417,"Molecular interaction of cyanidin-3-O-glucoside with ovalbumin: insights from spectroscopic, molecular docking and in vitro digestive studies","Ma Z, Prasanna G, Jiang L, Jing P.",J Biomol Struct Dyn. 2020 Apr;38(6):1858-1867. doi: 10.1080/07391102.2019.1618735. Epub 2019 May 23.,Ma Z,J Biomol Struct Dyn,2020,2019/05/16,,,10.1080/07391102.2019.1618735
30721644,Comparative prediction of binding affinity of Hydroxyurea anti-cancer to boron nitride and carbon nanotubes as smart targeted drug delivery vehicles,"Mortazavifar A, Raissi H, Shahabi M.",J Biomol Struct Dyn. 2019 Nov;37(18):4852-4862. doi: 10.1080/07391102.2019.1567385. Epub 2019 Feb 5.,Mortazavifar A,J Biomol Struct Dyn,2019,2019/02/06,,,10.1080/07391102.2019.1567385
28471184,Deficiencies in Molecular Dynamics Simulation-Based Prediction of Protein-DNA Binding Free Energy Landscapes,"Khabiri M, Freddolino PL.",J Phys Chem B. 2017 May 25;121(20):5151-5161. doi: 10.1021/acs.jpcb.6b12450. Epub 2017 May 16.,Khabiri M,J Phys Chem B,2017,2017/05/05,PMC5817055,NIHMS873875,10.1021/acs.jpcb.6b12450
27750186,A comparative study based on docking and molecular dynamics simulations over HDAC-tubulin dual inhibitors,"Hassanzadeh M, Bagherzadeh K, Amanlou M.",J Mol Graph Model. 2016 Nov;70:170-180. doi: 10.1016/j.jmgm.2016.10.007. Epub 2016 Oct 7.,Hassanzadeh M,J Mol Graph Model,2016,2016/10/18,,,10.1016/j.jmgm.2016.10.007
26632182,"Estimating the Differences of UGT1A1 Activity in Recombinant UGT1A1 Enzyme, Human Liver Microsomes and Rat Liver Microsome Incubation Systems in Vitro","Wang Q, Dai Z, Wen B, Ma S, Zhang Y.",Biol Pharm Bull. 2015;38(12):1910-7. doi: 10.1248/bpb.b15-00513.,Wang Q,Biol Pharm Bull,2015,2015/12/04,,,10.1248/bpb.b15-00513
38059302,Identification of putative allosteric inhibitors of BCKDK via virtual screening and biological evaluation,"Li C, Yang Q, Zhang L.",J Enzyme Inhib Med Chem. 2024 Dec;39(1):2290458. doi: 10.1080/14756366.2023.2290458. Epub 2023 Dec 7.,Li C,J Enzyme Inhib Med Chem,2024,2023/12/07,,,10.1080/14756366.2023.2290458
37697733,Molecular insights of anticancer potential of usnic acid towards cervical cancer target proteins: An in silico validation for novel anti-cancer compound from lichens,"Murugesan B, Subramanian A, Bakthavachalam S, Rajendran K, Raju S, Gabriel S.",J Biomol Struct Dyn. 2023 Sep 11:1-19. doi: 10.1080/07391102.2023.2252076. Online ahead of print.,Murugesan B,J Biomol Struct Dyn,2023,2023/09/12,,,10.1080/07391102.2023.2252076
37259711,Hybrid descriptors-conjoint indices: a case study on imidazole-thiourea containing glutaminyl cyclase inhibitors for design of novel anti-Alzheimer's candidates,"Bagri K, Kapoor A, Kumar P, Kumar A.",SAR QSAR Environ Res. 2023 May;34(5):361-381. doi: 10.1080/1062936X.2023.2212175.,Bagri K,SAR QSAR Environ Res,2023,2023/06/01,,,10.1080/1062936X.2023.2212175
36247646,Bioinformatic-based approach for mutagenesis of plant immune Tm-2(2) receptor to confer resistance against tomato brown rugose fruit virus (ToBRFV),"Rivera-Márquez K, Núñez-Muñoz LA, Calderón-Pérez B, De La Torre-Almaraz R, Vargas-Hernández BY, Ruiz-Medrano R, Xoconostle-Cázares B.",Front Plant Sci. 2022 Sep 30;13:984846. doi: 10.3389/fpls.2022.984846. eCollection 2022.,Rivera-Márquez K,Front Plant Sci,2022,2022/10/17,PMC9562835,,10.3389/fpls.2022.984846
34681164,In Silico Prediction of the Phosphorylation of NS3 as an Essential Mechanism for Dengue Virus Replication and the Antiviral Activity of Quercetin,"Alomair L, Almsned F, Ullah A, Jafri MS.",Biology (Basel). 2021 Oct 19;10(10):1067. doi: 10.3390/biology10101067.,Alomair L,Biology (Basel),2021,2021/10/23,PMC8570334,,10.3390/biology10101067
34627756,Prediction of potential cysteine synthase inhibitors of Leishmania braziliensis and Leishmania major parasites by computational screening,"Téllez J, Amarillo A, Suarez C, Cardozo C, Guerra D, Ochoa R, Muskus C, Romero I.",Acta Trop. 2022 Jan;225:106182. doi: 10.1016/j.actatropica.2021.106182. Epub 2021 Oct 7.,Téllez J,Acta Trop,2022,2021/10/10,,,10.1016/j.actatropica.2021.106182
34389843,Nabe: an energetic database of amino acid mutations in protein-nucleic acid binding interfaces,"Liu J, Liu S, Liu C, Zhang Y, Pan Y, Wang Z, Wang J, Wen T, Deng L.",Database (Oxford). 2021 Aug 14;2021:baab050. doi: 10.1093/database/baab050.,Liu J,Database (Oxford),2021,2021/08/14,PMC8363842,,10.1093/database/baab050
33955051,Virtual screening of natural compounds for potential inhibitors of Sterol C-24 methyltransferase of Leishmania donovani to overcome leishmaniasis,"Rahman F, Tabrez S, Ali R, Akand SK, Zahid M, Alaidarous MA, Alsaweed M, Alshehri BM, Banawas S, Bin Dukhyil AA, Rub A.",J Cell Biochem. 2021 May 6. doi: 10.1002/jcb.29944. Online ahead of print.,Rahman F,J Cell Biochem,2021,2021/05/06,,,10.1002/jcb.29944
32722122,"Piperazine- and Piperidine-Containing Thiazolo[5,4-d]pyrimidine Derivatives as New Potent and Selective Adenosine A(2A) Receptor Inverse Agonists","Varano F, Catarzi D, Vigiani E, Vincenzi F, Pasquini S, Varani K, Colotta V.",Pharmaceuticals (Basel). 2020 Jul 24;13(8):161. doi: 10.3390/ph13080161.,Varano F,Pharmaceuticals (Basel),2020,2020/07/30,PMC7465344,,10.3390/ph13080161
32582764,On Calculating Free Energy Differences Using Ensembles of Transition Paths,"Hall R, Dixon T, Dickson A.",Front Mol Biosci. 2020 Jun 5;7:106. doi: 10.3389/fmolb.2020.00106. eCollection 2020.,Hall R,Front Mol Biosci,2020,2020/06/26,PMC7291376,,10.3389/fmolb.2020.00106
32186243,Molecular dynamics simulations to decipher the structural and functional consequences of pathogenic missense mutations in the galactosylceramidase (GALC) protein causing Krabbe's disease,"D TK, Jain N, Kumar S U, Jena PP, Ramamoorthy S, Priya Doss C G, Zayed H.",J Biomol Struct Dyn. 2021 Mar;39(5):1795-1810. doi: 10.1080/07391102.2020.1742790. Epub 2020 Mar 31.,D TK,J Biomol Struct Dyn,2021,2020/03/19,,,10.1080/07391102.2020.1742790
32108478,MAPDP: A Cloud-Based Computational Platform for Immunopeptidomics Analyses,"Courcelles M, Durette C, Daouda T, Laverdure JP, Vincent K, Lemieux S, Perreault C, Thibault P.",J Proteome Res. 2020 Apr 3;19(4):1873-1881. doi: 10.1021/acs.jproteome.9b00859. Epub 2020 Mar 13.,Courcelles M,J Proteome Res,2020,2020/02/29,,,10.1021/acs.jproteome.9b00859
31729618,Exploring fragment-based target-specific ranking protocol with machine learning on cathepsin S,"Yang Y, Lu J, Yang C, Zhang Y.",J Comput Aided Mol Des. 2019 Dec;33(12):1095-1105. doi: 10.1007/s10822-019-00247-3. Epub 2019 Nov 15.,Yang Y,J Comput Aided Mol Des,2019,2019/11/16,PMC6921089,NIHMS1062845,10.1007/s10822-019-00247-3
28137710,Dscam1 web server: online prediction of Dscam1 self- and hetero-affinity,"Marini S, Nazzicari N, Biscarini F, Wang GZ.",Bioinformatics. 2017 Jun 15;33(12):1879-1880. doi: 10.1093/bioinformatics/btx039.,Marini S,Bioinformatics,2017,2017/02/01,,,10.1093/bioinformatics/btx039
26524700,High-Throughput Melanin-Binding Affinity and In Silico Methods to Aid in the Prediction of Drug Exposure in Ocular Tissue,"Reilly J, Williams SL, Forster CJ, Kansara V, End P, Serrano-Wu MH.",J Pharm Sci. 2015 Dec;104(12):3997-4001. doi: 10.1002/jps.24680. Epub 2015 Nov 2.,Reilly J,J Pharm Sci,2015,2015/11/03,,,10.1002/jps.24680
24667095,The effect of variants in the promoter of BMPER on the intramuscular fat deposition in longissimus dorsi muscle of pigs,"Liu Z, Sun W, Zhao Y, Xu C, Fu Y, Li Y, Chen J.",Gene. 2014 Jun 1;542(2):168-72. doi: 10.1016/j.gene.2014.03.038. Epub 2014 Mar 22.,Liu Z,Gene,2014,2014/03/27,,,10.1016/j.gene.2014.03.038
36071517,Designing multi-epitope-based vaccine targeting surface immunogenic protein of Streptococcus agalactiae using immunoinformatics to control mastitis in dairy cattle,"Pathak RK, Lim B, Kim DY, Kim JM.",BMC Vet Res. 2022 Sep 7;18(1):337. doi: 10.1186/s12917-022-03432-z.,Pathak RK,BMC Vet Res,2022,2022/09/07,PMC9449294,,10.1186/s12917-022-03432-z
33761314,Novel structural hybrids of quinoline and thiazole moieties: Synthesis and evaluation of antibacterial and antifungal activities with molecular modeling studies,"Eissa SI, Farrag AM, Abbas SY, El Shehry MF, Ragab A, Fayed EA, Ammar YA.",Bioorg Chem. 2021 May;110:104803. doi: 10.1016/j.bioorg.2021.104803. Epub 2021 Mar 5.,Eissa SI,Bioorg Chem,2021,2021/03/24,,,10.1016/j.bioorg.2021.104803
34199835,Engineering Calreticulin-Targeting Monobodies to Detect Immunogenic Cell Death in Cancer Chemotherapy,"Zhang Y, Thangam R, You SH, Sultonova RD, Venu A, Min JJ, Hong Y.",Cancers (Basel). 2021 Jun 4;13(11):2801. doi: 10.3390/cancers13112801.,Zhang Y,Cancers (Basel),2021,2021/07/02,PMC8200062,,10.3390/cancers13112801
33442531,Chemo-informatics guided study of natural inhibitors targeting rho GTPase: a lead for treatment of glaucoma,"Rai SK, Pathak RK, Singh DB, Bhatt A, Baunthiyal M.",In Silico Pharmacol. 2021 Jan 3;9(1):4. doi: 10.1007/s40203-020-00061-y. eCollection 2021.,Rai SK,In Silico Pharmacol,2021,2021/01/14,PMC7778655,,10.1007/s40203-020-00061-y
32357815,A Computational Approach to Investigate the HDAC6 and HDAC10 Binding Propensity of Psidium guajava-derived Compounds as Potential Anticancer Agents,"Adewole KE, Ishola AA.",Curr Drug Discov Technol. 2021;18(3):423-436. doi: 10.2174/1568009620666200502013657.,Adewole KE,Curr Drug Discov Technol,2021,2020/05/03,,,10.2174/1568009620666200502013657
37275334,"Integrated Bioinformatics Analysis for the Identification of Key lncRNAs, mRNAs, and Potential Drugs in Clear Cell Renal Cell Carcinomas","Liu S, Shi G, Pan Z, Cheng W, Xu L, Lin X, Lin Y, Zhang L, Ji G, Lv X, Wang D.",Int J Gen Med. 2023 May 29;16:2063-2080. doi: 10.2147/IJGM.S409711. eCollection 2023.,Liu S,Int J Gen Med,2023,2023/06/05,PMC10238222,,10.2147/IJGM.S409711
38098658,In silico design and mechanistic study of niosome-encapsulated curcumin against multidrug-resistant Staphylococcus aureus biofilms,"Khaleghian M, Sahrayi H, Hafezi Y, Mirshafeeyan M, Moghaddam ZS, Farasati Far B, Noorbazargan H, Mirzaie A, Ren Q.",Front Microbiol. 2023 Nov 30;14:1277533. doi: 10.3389/fmicb.2023.1277533. eCollection 2023.,Khaleghian M,Front Microbiol,2023,2023/12/15,PMC10720333,,10.3389/fmicb.2023.1277533
37462852,"Probing the molecular mechanisms of α-synuclein inhibitors unveils promising natural candidates through machine-learning QSAR, pharmacophore modeling, and molecular dynamics simulations","Boulaamane Y, Jangid K, Britel MR, Maurady A.",Mol Divers. 2023 Jul 18. doi: 10.1007/s11030-023-10691-x. Online ahead of print.,Boulaamane Y,Mol Divers,2023,2023/07/18,,,10.1007/s11030-023-10691-x
36438657,Identification of six hub genes and two key pathways in two rat renal fibrosis models based on bioinformatics and RNA-seq transcriptome analyses,"Cai Y, Chen J, Liu J, Zhu K, Xu Z, Shen J, Wang D, Chu L.",Front Mol Biosci. 2022 Nov 9;9:1035772. doi: 10.3389/fmolb.2022.1035772. eCollection 2022.,Cai Y,Front Mol Biosci,2022,2022/11/28,PMC9682235,,10.3389/fmolb.2022.1035772
35767129,First report of q-RASAR modeling toward an approach of easy interpretability and efficient transferability,"Banerjee A, Roy K.",Mol Divers. 2022 Oct;26(5):2847-2862. doi: 10.1007/s11030-022-10478-6. Epub 2022 Jun 29.,Banerjee A,Mol Divers,2022,2022/06/29,,,10.1007/s11030-022-10478-6
32630347,Epitope Selection for Fighting Visceral Leishmaniosis: Not All Peptides Function the Same Way,"Martínez-Rodrigo A, Mas A, Álvarez-Campos D, Orden JA, Domínguez-Bernal G, Carrión J.",Vaccines (Basel). 2020 Jul 1;8(3):352. doi: 10.3390/vaccines8030352.,Martínez-Rodrigo A,Vaccines (Basel),2020,2020/07/08,PMC7564088,,10.3390/vaccines8030352
28918599,Optimal affinity ranking for automated virtual screening validated in prospective D3R grand challenges,"Wingert BM, Oerlemans R, Camacho CJ.",J Comput Aided Mol Des. 2018 Jan;32(1):287-297. doi: 10.1007/s10822-017-0065-y. Epub 2017 Sep 16.,Wingert BM,J Comput Aided Mol Des,2018,2017/09/18,PMC5771500,NIHMS906756,10.1007/s10822-017-0065-y
37466845,Prediction of anti-microtubular target proteins of tubulins and their interacting proteins using Gene Ontology tools,Ramesh Babu PB.,J Genet Eng Biotechnol. 2023 Jul 19;21(1):78. doi: 10.1186/s43141-023-00531-8.,Ramesh Babu PB,J Genet Eng Biotechnol,2023,2023/07/19,PMC10356719,,10.1186/s43141-023-00531-8
37022608,"Artificial intelligence assisted identification of potential tau aggregation inhibitors: ligand- and structure-based virtual screening, in silico ADME, and molecular dynamics study","Das B, Mathew AT, Baidya ATK, Devi B, Salmon RR, Kumar R.",Mol Divers. 2023 Apr 6. doi: 10.1007/s11030-023-10645-3. Online ahead of print.,Das B,Mol Divers,2023,2023/04/06,,,10.1007/s11030-023-10645-3
36748577,An efficient CRISPR interference-based prediction method for synergistic/additive effects of novel combinations of anti-tuberculosis drugs,"Samukawa N, Yamaguchi T, Ozeki Y, Matsumoto S, Igarashi M, Kinoshita N, Hatano M, Tokudome K, Matsunaga S, Tomita S.",Microbiology (Reading). 2022 Dec;168(12). doi: 10.1099/mic.0.001285.,Samukawa N,Microbiology (Reading),2022,2023/02/07,,,10.1099/mic.0.001285
